id,question,answers,best_answer,best_answer_index
1Γ-2025-20250527-1-59,Η σχετική με τη διοικητική αποκέντρωση συνταγματική διάταξη:,"Α. ""Θεσπίζει έναν βαθμό διοικητικής αποκέντρωσης""

Β. ""Δεν θέτει περιορισμό ως προς τον αριθμό των βαθμών διοικητικής αποκέντρωσης""

Γ. ""Θεσπίζει ρητά έναν βαθμό διοικητικής αποκέντρωσης, αλλά δεν αποκλείει τη δυνατότητα νομοθετικής πρόβλεψης και δεύτερου""

Δ. ""Θεσπίζει ρητά έναν βαθμό διοικητικής αποκέντρωσης, αλλά δεν αποκλείει τη δυνατότητα νομοθετικής πρόβλεψης και άλλων""",Δεν θέτει περιορισμό ως προς τον αριθμό των βαθμών διοικητικής αποκέντρωσης,Β
1Γ-2025-20250527-1-60,Πόσες συνταγματικά κατοχυρωμένες ανεξάρτητες αρχές υπάρχουν;,"Α. ""Πέντε (5)""

Β. ""Επτά (7)""

Γ. ""Τέσσερις (4)""

Δ. ""Τρεις (3)""",Πέντε (5),Α
1Γ-2025-20250527-1-61,"Σύμφωνα με το Σύνταγμα, οι αρχές των οργανισμών τοπικής αυτοδιοίκησης εκλέγονται με:","Α. ""Επιστολική ψήφο""

Β. ""Άμεση ψηφοφορία""

Γ. ""Καθολική και μυστική ψηφοφορία""

Δ. ""Τη συμμετοχή όλων των κατοίκων της περιφέρειάς τους""",Καθολική και μυστική ψηφοφορία,Γ
1Γ-2025-20250527-1-62,Η υπουργική προσυπογραφή των Προεδρικών Διαταγμάτων συνεπάγεται ότι:,"Α. ""Η Κυβέρνηση αναλαμβάνει την πολιτική ευθύνη""

Β. ""Η Κυβέρνηση ελέγχει τον/την Πρόεδρο της Δημοκρατίας, ώστε εκείνος/η να μην υπερβεί τα όρια των εξουσιών του/της""

Γ. ""Η Κυβέρνηση συναποφασίζει με τον/την Πρόεδρο της Δημοκρατίας""

Δ. ""Η Κυβέρνηση αναλαμβάνει την ποινική ευθύνη""",Η Κυβέρνηση αναλαμβάνει την ποινική ευθύνη,Δ
1Γ-2025-20250527-1-63,Το Εθνικό Συμβούλιο Ραδιοτηλεόρασης είναι:,"Α. ""Ανεξάρτητη αρχή""

Β. ""Υπηρεσία της ΕΡΤ""

Γ. ""Μόνον νομοθετικά κατοχυρωμένο""

Δ. ""Η υπουργική υπηρεσία αδειοδότησης των τηλεοπτικών σταθμών""",Ανεξάρτητη αρχή,Α
1Γ-2025-20250527-2-1,Αποτελεί πηγή του διοικητικού δικαίου:,"Α. ""Το διοικητικό έθιμο""

Β. ""Οι γενικές αρχές του διοικητικού δικαίου""

Γ. ""Το Σύνταγμα""

Δ. ""Όλες οι λοιπές απαντήσεις""",Όλες οι λοιπές απαντήσεις,Δ
1Γ-2025-20250527-2-2,Κανόνες θεσπιζόμενοι με νομοθετικές πράξεις είναι υπέρτερης τυπικής ισχύος:,"Α. ""Των ατομικών διοικητικών πράξεων γενικού περιεχομένου""

Β. ""Των κανόνων δικαίου της Ευρωπαϊκής Ένωσης""

Γ. ""Των διεθνών συμβάσεων, οι οποίες κυρώθηκαν με νομοθετικές πράξεις""

Δ. ""Των κανόνων του Συντάγματος""",Των ατομικών διοικητικών πράξεων γενικού περιεχομένου,Α
1Γ-2025-20250527-2-3,Διοικητική πράξη που φέρει νομική πλημμέλεια:,"Α. ""Δεν είναι εκτελεστή μέχρι να επανεκδοθεί χωρίς νομική πλημμέλεια""

Β. ""Είναι εκτελεστή μέχρι την ακύρωσή της με δικαστική απόφαση ή με διοικητική πράξη""

Γ. ""Δεν είναι εκτελεστή""

Δ. ""Είναι ή δεν είναι εκτελεστή ανάλογα με το είδος της πράξεως""",Είναι ή δεν είναι εκτελεστή ανάλογα με το είδος της πράξεως,Δ
1Γ-2025-20250527-2-4,Δημοσίευση μη δημοσιευτέας ατομικής διοικητικής πράξης:,"Α. ""Καθιστά την πράξη άκυρη""

Β. ""Δεν δημιουργεί νομικό ελάττωμά της""

Γ. ""Της προσδίδει χαρακτήρα κανονιστικής πράξης""

Δ. ""Την καθιστά ανυπόστατη""",Δεν δημιουργεί νομικό ελάττωμά της,Β
1Γ-2025-20250527-2-5,"Οι κανονιστικές πράξεις, αν δεν ορίζεται αλλιώς στις διατάξεις νόμου:","Α. ""Χρήζουν απλής αιτιολογίας""

Β. ""Δεν χρήζουν αιτιολογίας""

Γ. ""Χρήζουν αιτιολογίας ανάλογα με το πεδίο ρύθμισής τους""

Δ. ""Χρήζουν σαφούς, ειδικής και εμπεριστατωμένης αιτιολογίας""",Δεν χρήζουν αιτιολογίας,Β
1Γ-2025-20250527-2-6,Ανάκληση δυσμενών παράνομων ατομικών διοικητικών πράξεων:,"Α. ""Επιτρέπεται χωρίς χρονικούς περιορισμούς""

Β. ""Δεν επιτρέπεται""

Γ. ""Επιτρέπεται μόνο στην περίπτωση μη παρέλευσης του εύλογου χρόνου""

Δ. ""Μόνο από ιεραρχικά ανώτερο όργανο από εκείνο που εξέδωσε την ανακαλούμενη πράξη""",Επιτρέπεται χωρίς χρονικούς περιορισμούς,Α
1Γ-2025-20250527-2-7,Ανάκληση ανακλητικής πράξης εκ μέρους της Διοίκησης:,"Α. ""Δεν επιτρέπεται""

Β. ""Είναι επιτρεπτή""

Γ. ""Είναι επιτρεπτή αλλά δεν παράγει κανένα έννομο αποτέλεσμα""

Δ. ""Είναι επιτρεπτή εάν προβλέπεται ρητά στα πλαίσια άσκησης διοικητικής εποπτείας""",Είναι επιτρεπτή,Β
1Γ-2025-20250527-2-8,Στην περίπτωση εξαφάνισης μιας διοικητικής πράξης θεωρείται ότι:,"Α. ""Η διοικητική πράξη ίσχυε μέχρι την εξαφάνισή της.""

Β. ""Έληξε εφεξής η ισχύς της πράξης.""

Γ. ""Η διοικητική πράξη ουδέποτε ίσχυσε.""

Δ. ""Η διοικητική πράξη ουδέποτε εκδόθηκε.""",Η διοικητική πράξη ουδέποτε ίσχυσε.,Γ
1Γ-2025-20250527-2-9,Κανονιστική πράξη μη δημοσιευθείσα στην Εφημερίδα της Κυβερνήσεως (ΕτΚ):,"Α. ""Δύναται να ανακληθεί ελευθέρως""

Β. ""Δεν ανακαλείται, λόγω του ανυπόστατου χαρακτήρα της""

Γ. ""Δύναται να ανακληθεί, εφόσον κριθεί μεταγενεστέρως ότι δεν υφίσταται ανάγκη σχετικής ρύθμισης""

Δ. ""Δύναται να ανακληθεί υπό την προϋπόθεση ότι η πράξη ανάκλησης θα δημοσιευθεί στην Εφημερίδα της Κυβερνήσεως""","Δεν ανακαλείται, λόγω του ανυπόστατου χαρακτήρα της",Β
1Γ-2025-20250527-2-10,Χρήζουν αιτιολόγησης οι:,"Α. ""Ατομικές διοικητικές πράξεις""

Β. ""Οι μη εκτελεστού χαρακτήρα πράξεις""

Γ. ""Οι κανονιστικές διοικητικές πράξεις""

Δ. ""Βεβαιωτικές διοικητικές πράξεις""",Ατομικές διοικητικές πράξεις,Α
1Γ-2025-20250527-2-11,Αναγραφή σε διοικητική πράξη ότι κατ' αυτής προβλέπεται η άσκηση συγκεκριμένου ένδικου μέσου ενώπιον συγκεκριμένου δικαστηρίου:,"Α. ""Καθιδρύει αρμοδιότητα του συγκεκριμένου δικαστηρίου για την εκδίκαση του συγκεκριμένου ένδικου μέσου""

Β. ""Οι αρμοδιότητες των δικαστηρίων ορίζονται από το Νόμο και όχι από τη διοίκηση""

Γ. ""Βάσει της αρχής προστατευομένης εμπιστοσύνης του διοικουμένου, το συγκεκριμένο δικαστήριο οφείλει να προβεί στην εκδίκαση του ένδικου μέσου""

Δ. ""Καθιστά ακυρωτέα την πράξη""",Οι αρμοδιότητες των δικαστηρίων ορίζονται από το Νόμο και όχι από τη διοίκηση,Β
1Γ-2025-20250527-2-12,"Πρόταση συλλογικού διοικητικού οργάνου, προκειμένου να εκδοθεί διοικητική πράξη, ισοδυναμεί:","Α. ""Με απλή γνώμη""

Β. ""Με κατευθυντήρια γνώμη""

Γ. ""Με σύμφωνη γνώμη""

Δ. ""Με καμία από τις λοιπές απαντήσεις""",Με σύμφωνη γνώμη,Γ
1Γ-2025-20250527-2-13,Αίτηση διοικουμένου/ης που κατατίθεται σε αναρμόδια Υπηρεσία:,"Α. ""Δύναται η Υπηρεσία να την εξετάσει ως παραδεκτή""

Β. ""Καθίσταται απαράδεκτη""

Γ. ""Η Υπηρεσία οφείλει εντός τριών (3) ημερών να τη διαβιβάσει στην αρμόδια""

Δ. ""Η Υπηρεσία οφείλει εντός είκοσι πέντε (25) ημερών να τη διαβιβάσει στην αρμόδια""",Η Υπηρεσία οφείλει εντός τριών (3) ημερών να τη διαβιβάσει στην αρμόδια,Γ
1Γ-2025-20250527-2-14,Λήψη αυτεπαγγέλτως από τη Διοίκηση δυσμενούς για διοικούμενο/η μέτρου χωρίς προηγούμενη κλήτευσή του σε ακρόαση:,"Α. ""Δεν είναι δυνατή σε καμία περίπτωση""

Β. ""Είναι δυνατή στην περίπτωση ύπαρξης επιτακτικού δημοσίου συμφέροντος ή αποτροπής κινδύνου""

Γ. ""Είναι δυνατή χωρίς περιορισμούς για τη Διοίκηση""

Δ. ""Είναι δυνατή εφόσον το δυσμενές μέτρο είναι αιτιολογημένο""",Είναι δυνατή στην περίπτωση ύπαρξης επιτακτικού δημοσίου συμφέροντος ή αποτροπής κινδύνου,Β
